Image 1,Image 2,Menu,Winner,Num Voter,Num Vote 1,Num Vote 2
s33_1.jpg,s33_2.jpg,Sushi,1,57.0,36.0,21.0
s34_1.jpg,s34_2.jpg,Sushi,2,57.0,10.0,47.0
s35_1.jpg,s35_2.jpg,Sushi,1,57.0,30.0,27.0
s36_1.jpg,s36_2.jpg,Sushi,2,57.0,11.0,46.0
s37_1.jpg,s37_2.jpg,Sushi,2,57.0,18.0,39.0
s38_1.jpg,s38_2.jpg,Sushi,1,57.0,38.0,19.0
s39_1.jpg,s39_2.jpg,Sushi,2,57.0,6.0,51.0
s40_1.jpg,s40_2.jpg,Sushi,1,57.0,36.0,21.0
s41_1.jpg,s41_2.jpg,Sushi,1,57.0,50.0,7.0
s42_1.jpg,s42_2.jpg,Sushi,2,57.0,21.0,36.0
s43_1.jpg,s43_2.jpg,Sushi,1,57.0,47.0,10.0
s44_1.jpg,s44_2.jpg,Sushi,2,57.0,8.0,49.0
s45_1.jpg,s45_2.jpg,Sushi,2,57.0,20.0,37.0
s46_1.jpg,s46_2.jpg,Sushi,1,57.0,36.0,21.0
s47_1.jpg,s47_2.jpg,Sushi,1,57.0,43.0,14.0
s48_1.jpg,s48_2.jpg,Sushi,1,57.0,30.0,27.0
s49_1.jpg,s49_2.jpg,Sushi,2,57.0,14.0,43.0
s50_1.jpg,s50_2.jpg,Sushi,1,57.0,35.0,22.0
s51_1.jpg,s51_2.jpg,Sushi,2,57.0,22.0,35.0
s52_1.jpg,s52_2.jpg,Sushi,2,57.0,11.0,46.0
s53_1.jpg,s53_2.jpg,Sushi,1,57.0,43.0,14.0
s54_1.jpg,s54_2.jpg,Sushi,2,57.0,14.0,43.0
s55_1.jpg,s55_2.jpg,Sushi,2,57.0,13.0,44.0
s56_1.jpg,s56_2.jpg,Sushi,1,57.0,39.0,18.0
s57_1.jpg,s57_2.jpg,Sushi,1,57.0,29.0,28.0
s58_1.jpg,s58_2.jpg,Sushi,1,57.0,30.0,27.0
s59_1.jpg,s59_2.jpg,Sushi,2,57.0,26.0,31.0
s60_1.jpg,s60_2.jpg,Sushi,2,57.0,26.0,31.0
s61_1.jpg,s61_2.jpg,Sushi,2,57.0,11.0,46.0
s62_1.jpg,s62_2.jpg,Sushi,2,57.0,17.0,40.0
s63_1.jpg,s63_2.jpg,Sushi,2,57.0,25.0,32.0
s64_1.jpg,s64_2.jpg,Sushi,2,57.0,28.0,29.0
s65_1.jpg,s65_2.jpg,Sushi,1,57.0,36.0,21.0
s66_1.jpg,s66_2.jpg,Sushi,2,57.0,26.0,31.0
s67_1.jpg,s67_2.jpg,Sushi,1,57.0,31.0,26.0
s68_1.jpg,s68_2.jpg,Sushi,2,57.0,18.0,39.0
s69_1.jpg,s69_2.jpg,Sushi,1,57.0,48.0,9.0
s70_1.jpg,s70_2.jpg,Sushi,1,57.0,49.0,8.0
s71_1.jpg,s71_2.jpg,Sushi,2,57.0,19.0,38.0
s72_1.jpg,s72_2.jpg,Sushi,1,57.0,39.0,18.0
s73_1.jpg,s73_2.jpg,Sushi,1,57.0,44.0,13.0
s74_1.jpg,s74_2.jpg,Sushi,2,57.0,9.0,48.0
s75_1.jpg,s75_2.jpg,Sushi,2,57.0,10.0,47.0
s76_1.jpg,s76_2.jpg,Sushi,1,57.0,34.0,23.0
s77_1.jpg,s77_2.jpg,Sushi,2,57.0,27.0,30.0
s78_1.jpg,s78_2.jpg,Sushi,2,57.0,27.0,30.0
s79_1.jpg,s79_2.jpg,Sushi,2,57.0,10.0,47.0
s80_1.jpg,s80_2.jpg,Sushi,1,57.0,32.0,25.0
s81_1.jpg,s81_2.jpg,Sushi,2,57.0,11.0,46.0
s82_1.jpg,s82_2.jpg,Sushi,2,57.0,24.0,33.0
s83_1.jpg,s83_2.jpg,Sushi,1,57.0,52.0,5.0
s84_1.jpg,s84_2.jpg,Sushi,2,57.0,18.0,39.0
s85_1.jpg,s85_2.jpg,Sushi,2,57.0,12.0,45.0
s86_1.jpg,s86_2.jpg,Sushi,2,57.0,8.0,49.0
s87_1.jpg,s87_2.jpg,Sushi,2,57.0,22.0,35.0
s88_1.jpg,s88_2.jpg,Sushi,1,57.0,51.0,6.0
s89_1.jpg,s89_2.jpg,Sushi,2,57.0,19.0,38.0
s90_1.jpg,s90_2.jpg,Sushi,1,57.0,34.0,23.0
s91_1.jpg,s91_2.jpg,Sushi,1,57.0,41.0,16.0
s92_1.jpg,s92_2.jpg,Sushi,1,57.0,46.0,11.0
s93_1.jpg,s93_2.jpg,Sushi,1,57.0,42.0,15.0
s94_1.jpg,s94_2.jpg,Sushi,1,57.0,33.0,24.0
s95_1.jpg,s95_2.jpg,Sushi,1,57.0,35.0,22.0
s96_1.jpg,s96_2.jpg,Sushi,1,57.0,53.0,4.0
s97_1.jpg,s97_2.jpg,Sushi,1,57.0,37.0,20.0
s98_1.jpg,s98_2.jpg,Sushi,2,57.0,21.0,36.0
s99_1.jpg,s99_2.jpg,Sushi,1,57.0,46.0,11.0
s100_1.jpg,s100_2.jpg,Sushi,2,57.0,20.0,37.0
121173313_630982247587296_7526873547037895211_n.jpg,123140662_2664464673819629_758774588878349283_n.jpg,Sushi,1,,,
121663614_1772053466281637_2165721196137235996_n.jpg,123384576_125862325712662_5721237591491034013_n.jpg,Sushi,1,,,
126424306_684546002425844_1903335169406236047_n.jpg,123140090_404369590580709_5460559474064240043_n.jpg,Sushi,2,,,
120536888_126416008914630_6585228881115707806_n.jpg,123144721_202861281348883_590201382493675377_n.jpg,Sushi,1,,,
127925909_377601623525424_6536478415947567988_n.jpg,121636270_2960238350928152_5127125759777494166_n.jpg,Sushi,2,,,
125091296_2926970854192350_3264975942999600430_n.jpg,122565336_395657851811740_3036997020445208536_n.jpg,Sushi,2,,,
124217510_3396888577061190_4974045476546649847_n.jpg,121592217_1308166029530364_7371906015222181114_n.jpg,Sushi,2,,,
126058501_2682912192024054_8508878587062177914_n.jpg,121063438_227210542068628_6165747730325576932_n.jpg,Sushi,2,,,
125466564_2690835787836104_7737091042739408683_n.jpg,120551145_806115763498674_4242180141545987195_n.jpg,Sushi,2,,,
123144553_704058607190972_7174138761568614230_n.jpg,120733398_1308036952877644_1368805335171939856_n.jpg,Sushi,2,,,
123172824_772679293281955_5175570988091646256_n.jpg,120926363_370466340805287_765780305985548579_n.jpg,Sushi,2,,,
123739948_2862211360658598_2575555021032751202_n.jpg,124029345_853648638705511_5924469535942986082_n.jpg,Sushi,1,,,
29415618_169026053908204_3152048980678934528_n.jpg,28433527_917500551743963_2068490433398308864_n.jpg,Sushi,2,,,
28764913_154475388524454_5449750522900774912_n.jpg,26868605_1982629161955137_8525708905186066432_n.jpg,Sushi,2,,,
28151834_154688755158944_2395915173559795712_n.jpg,29087382_1904178226319012_8241629812494434304_n.jpg,Sushi,1,,,
27890789_166610420795830_3871108118997893120_n.jpg,28428193_2020416538173536_4095514941828628480_n.jpg,Sushi,1,,,
29093813_123898548451270_699748364060721152_n.jpg,27893854_560906910938928_9054207731925254144_n.jpg,Sushi,2,,,
13181375_1114595581915474_1051079130_n.jpg,13256969_1725909101011693_989988814_n.jpg,Sushi,2,,,
13249845_1145212565529449_903487074_n.jpg,12905050_1702933476645840_295049727_n.jpg,Sushi,1,,,
13258917_1685396928347572_1268159680_n.jpg,13257128_283311608675120_2048582663_n.jpg,Sushi,2,,,
12677527_1740484719497301_2138254466_n.jpg,12965162_1562646030699206_1091496153_n.jpg,Sushi,2,,,
12383665_482176871966810_530560087_n.jpg,13118344_1710364645868395_961309100_n.jpg,Sushi,1,,,
13267411_581362782037024_179191124_n.jpg,13166695_1589830088012005_1948013272_n.jpg,Sushi,1,,,
13151354_875783432533844_1437326958_n.jpg,13256610_237797486611814_1931005133_n.jpg,Sushi,1,,,
13129949_1005170399518634_23556381_n.jpg,12976437_1609110956076904_1228850299_n.jpg,Sushi,1,,,
13183547_280054262339847_381362562_n.jpg,12519107_924840830947307_74989274_n.jpg,Sushi,2,,,
13118258_1195835940461576_2024658923_n.jpg,12950370_1669264433339256_915071096_n.jpg,Sushi,2,,,
13188209_628434130640288_1782527935_n.jpg,12940247_650608885078322_232035883_n.jpg,Sushi,2,,,
12960118_1042963535742894_875518427_n.jpg,12965839_993371057377660_1124139822_n.jpg,Sushi,1,,,
13249010_236005396771574_485907932_n.jpg,13129516_1081400751935283_747739957_n.jpg,Sushi,2,,,
125005040_738157110120516_3945201716708954373_n.jpg,129483116_2744988429088177_7877029358701699875_n.jpg,Sushi,1,,,
123146197_1036176946847731_928824156947549699_n.jpg,128422161_382560506495717_6662192582818754818_n.jpg,Sushi,1,,,
124295807_912900245908729_7878599510152787759_n.jpg,126520464_153524943124372_5214325342417922845_n.jpg,Sushi,2,,,
126056274_212979423597368_4519631247727730342_n.jpg,126972937_421191402233599_8523281420090427901_n.jpg,Sushi,1,,,
123482519_387658885758937_2982566443978511088_n.jpg,125472113_387629995923934_7024254964387982507_n.jpg,Sushi,2,,,
123864117_376512407102724_3995817528217917742_n.jpg,121389160_1650397671807288_8715062090969151002_n.jpg,Sushi,2,,,
127701101_774036309848342_8925353607762608101_n.jpg,122200464_457996815178670_241781219929953444_n.jpg,Sushi,1,,,
123140377_377267950291750_2806601892336860731_n.jpg,122087533_129037988644464_4598580470885863660_n.jpg,Sushi,1,,,
122256957_1814218692061873_162757197600505219_n.jpg,127157828_3474079642704500_5030982143150119189_n.jpg,Sushi,2,,,
126793056_3868654863167937_1354582415614491506_n.jpg,122463067_197912291735415_6508861445156157655_n.jpg,Sushi,1,,,
74942732_242844876685331_3084450857946637095_n.jpg,78793667_189866068835136_3702854128861769494_n.jpg,Sushi,1,,,
73288872_420015445338083_3302719873906151180_n.jpg,77408523_160307528524163_7320289049756910447_n.jpg,Sushi,1,,,
78726172_739566876552851_6092582006280585163_n.jpg,81062654_610122716483052_6913959112713576857_n.jpg,Sushi,2,,,
75629100_2476660405776788_1350933211901912694_n.jpg,75554017_503705193820971_9145758154388369205_n.jpg,Sushi,2,,,
79518756_2894467763939338_3870708439315366922_n.jpg,69893963_226866188296514_7129183122711021346_n.jpg,Sushi,2,,,
71528354_175839520231617_4393234170817984964_n.jpg,72869364_181380416324003_9019895518053004750_n.jpg,Sushi,2,,,
72769266_108530287143611_6115962699199171531_n.jpg,75223610_237067110607203_2563270886164239565_n.jpg,Sushi,2,,,
80127787_129703078492019_3586914021413726464_n.jpg,72900298_409641183047800_5170738818349884849_n.jpg,Sushi,2,,,
74609522_472670090043402_2666566351708440676_n.jpg,74673904_155745358994323_8265214010571196173_n.jpg,Sushi,2,,,
73457385_106961457353248_6175816584649849799_n.jpg,73457353_2820862781308005_466785208088744296_n.jpg,Sushi,2,,,
29737547_200205827375992_5422603447666999296_n.jpg,29414730_567352690288924_5215071731730874368_n.jpg,Sushi,1,,,
31897607_385614681925751_2140302058954162176_n.jpg,32276181_1775155502575830_4205594463998836736_n.jpg,Sushi,1,,,
30923780_164049174428437_3118283665784700928_n.jpg,31997946_173557523354604_7037525745261871104_n.jpg,Sushi,2,,,
31497495_1481724291937088_7801630075379515392_n.jpg,32149011_206684306609476_500698371015573504_n.jpg,Sushi,1,,,
30996069_492375134512865_1342774168784994304_n.jpg,32443715_204769380245606_2213268888978718720_n.jpg,Sushi,2,,,
31493562_401162413627304_4324197172674297856_n.jpg,32178284_177140093117706_5562868678598328320_n.jpg,Sushi,1,,,
30591831_177607509627514_2334773118645567488_n.jpg,29716103_220058575428837_7652574897524178944_n.jpg,Sushi,2,,,
32382375_454724208301375_4619664693273821184_n.jpg,32718380_235831010498517_8082338134139863040_n.jpg,Sushi,1,,,
30604112_374160593067757_7807932849692082176_n.jpg,30087974_875563032625887_8143698871608934400_n.jpg,Sushi,2,,,
32035727_457499854689103_5753123570758713344_n.jpg,32531888_2092479777700664_7459964623823831040_n.jpg,Sushi,2,,,
