Image 1,Image 2,Menu,Winner,Num Voter,Num Vote 1,Num Vote 2
p33_1.jpg,p33_2.jpg,Pizza,2,55.0,24.0,31.0
p34_1.jpg,p34_2.jpg,Pizza,2,55.0,26.0,29.0
p35_1.jpg,p35_2.jpg,Pizza,1,55.0,33.0,22.0
p36_1.jpg,p36_2.jpg,Pizza,1,55.0,39.0,16.0
p37_1.jpg,p37_2.jpg,Pizza,2,55.0,14.0,41.0
p38_1.jpg,p38_2.jpg,Pizza,2,55.0,18.0,37.0
p39_1.jpg,p39_2.jpg,Pizza,2,55.0,24.0,31.0
p40_1.jpg,p40_2.jpg,Pizza,2,55.0,24.0,31.0
p41_1.jpg,p41_2.jpg,Pizza,2,55.0,12.0,43.0
p42_1.jpg,p42_2.jpg,Pizza,1,55.0,33.0,22.0
p43_1.jpg,p43_2.jpg,Pizza,2,55.0,24.0,31.0
p44_1.jpg,p44_2.jpg,Pizza,2,55.0,17.0,38.0
p45_1.jpg,p45_2.jpg,Pizza,2,55.0,23.0,32.0
p46_1.jpg,p46_2.jpg,Pizza,2,55.0,21.0,34.0
p47_1.jpg,p47_2.jpg,Pizza,2,55.0,26.0,29.0
p48_1.jpg,p48_2.jpg,Pizza,2,55.0,21.0,34.0
p49_1.jpg,p49_2.jpg,Pizza,2,55.0,23.0,32.0
p50_1.jpg,p50_2.jpg,Pizza,1,55.0,36.0,19.0
p51_1.jpg,p51_2.jpg,Pizza,2,55.0,27.0,28.0
p52_1.jpg,p52_2.jpg,Pizza,1,55.0,34.0,21.0
p53_1.jpg,p53_2.jpg,Pizza,1,55.0,39.0,16.0
p54_1.jpg,p54_2.jpg,Pizza,2,55.0,15.0,40.0
p55_1.jpg,p55_2.jpg,Pizza,1,55.0,42.0,13.0
p56_1.jpg,p56_2.jpg,Pizza,2,55.0,16.0,39.0
p57_1.jpg,p57_2.jpg,Pizza,2,55.0,26.0,29.0
p58_1.jpg,p58_2.jpg,Pizza,1,55.0,28.0,27.0
p59_1.jpg,p59_2.jpg,Pizza,2,55.0,24.0,31.0
p60_1.jpg,p60_2.jpg,Pizza,1,55.0,39.0,16.0
p61_1.jpg,p61_2.jpg,Pizza,2,55.0,23.0,32.0
p62_1.jpg,p62_2.jpg,Pizza,2,55.0,17.0,38.0
p63_1.jpg,p63_2.jpg,Pizza,2,55.0,19.0,36.0
p64_1.jpg,p64_2.jpg,Pizza,1,55.0,28.0,27.0
p65_1.jpg,p65_2.jpg,Pizza,2,55.0,27.0,28.0
p66_1.jpg,p66_2.jpg,Pizza,2,55.0,9.0,46.0
p67_1.jpg,p67_2.jpg,Pizza,2,55.0,11.0,44.0
p68_1.jpg,p68_2.jpg,Pizza,2,55.0,12.0,43.0
p69_1.jpg,p69_2.jpg,Pizza,2,55.0,27.0,28.0
p70_1.jpg,p70_2.jpg,Pizza,1,55.0,36.0,19.0
p71_1.jpg,p71_2.jpg,Pizza,1,55.0,29.0,26.0
p72_1.jpg,p72_2.jpg,Pizza,2,55.0,12.0,43.0
p73_1.jpg,p73_2.jpg,Pizza,1,55.0,36.0,19.0
p74_1.jpg,p74_2.jpg,Pizza,2,55.0,23.0,32.0
p75_1.jpg,p75_2.jpg,Pizza,2,55.0,21.0,34.0
p76_1.jpg,p76_2.jpg,Pizza,2,55.0,22.0,33.0
p77_1.jpg,p77_2.jpg,Pizza,2,55.0,24.0,31.0
p78_1.jpg,p78_2.jpg,Pizza,2,55.0,27.0,28.0
p79_1.jpg,p79_2.jpg,Pizza,1,55.0,31.0,24.0
p80_1.jpg,p80_2.jpg,Pizza,1,55.0,32.0,23.0
p81_1.jpg,p81_2.jpg,Pizza,1,55.0,49.0,6.0
p82_1.jpg,p82_2.jpg,Pizza,2,55.0,26.0,29.0
p83_1.jpg,p83_2.jpg,Pizza,2,55.0,12.0,43.0
p84_1.jpg,p84_2.jpg,Pizza,2,55.0,23.0,32.0
p85_1.jpg,p85_2.jpg,Pizza,1,55.0,44.0,11.0
p86_1.jpg,p86_2.jpg,Pizza,2,55.0,22.0,33.0
p87_1.jpg,p87_2.jpg,Pizza,2,55.0,16.0,39.0
p88_1.jpg,p88_2.jpg,Pizza,1,55.0,47.0,8.0
p89_1.jpg,p89_2.jpg,Pizza,2,55.0,19.0,36.0
p90_1.jpg,p90_2.jpg,Pizza,1,55.0,28.0,27.0
p91_1.jpg,p91_2.jpg,Pizza,1,55.0,39.0,16.0
p92_1.jpg,p92_2.jpg,Pizza,2,55.0,17.0,38.0
p93_1.jpg,p93_2.jpg,Pizza,2,55.0,25.0,30.0
p94_1.jpg,p94_2.jpg,Pizza,2,55.0,24.0,31.0
p95_1.jpg,p95_2.jpg,Pizza,1,55.0,29.0,26.0
p96_1.jpg,p96_2.jpg,Pizza,2,55.0,22.0,33.0
p97_1.jpg,p97_2.jpg,Pizza,1,55.0,42.0,13.0
p98_1.jpg,p98_2.jpg,Pizza,2,55.0,22.0,33.0
p99_1.jpg,p99_2.jpg,Pizza,1,55.0,33.0,22.0
p100_1.jpg,p100_2.jpg,Pizza,1,55.0,31.0,24.0
269977490_1066920094159592_3907553725159899621_n.jpg,263526381_3033176853598964_3564393029331855378_n.jpg,Pizza,2,,,
38769458_260488591232387_8823641999006498816_n.jpg,37901325_2099160820353315_4065634832875520000_n.jpg,Pizza,2,,,
331254884_3299849373600863_1488592353295246488_n.jpg,332029467_908125623649524_1435351589380532417_n.jpg,Pizza,1,,,
331129582_572122901610872_1126705209364013612_n.jpg,331254884_3299849373600863_1488592353295246488_n.jpg,Pizza,1,,,
331534956_159875096857375_3296763842997835471_n.jpg,333545956_867568937645420_5319227789523335769_n.jpg,Pizza,1,,,
329815115_929505391399843_2184734212831694842_n.jpg,333545956_867568937645420_5319227789523335769_n.jpg,Pizza,1,,,
332029467_908125623649524_1435351589380532417_n.jpg,330755232_756223642598816_3488260083344247065_n.jpg,Pizza,2,,,
193014577_1376198326114767_6566017916208890067_n.jpg,191580828_204120388204821_5606191026488680255_n.jpg,Pizza,1,,,
192282368_792206611407518_1007951215466331085_n.jpg,191580828_204120388204821_5606191026488680255_n.jpg,Pizza,1,,,
21577064_305928119876962_1122959482037469184_n.jpg,21826947_143790632892171_6615768422175211520_n.jpg,Pizza,1,,,
21576787_186490498585939_7473244864566525952_n.jpg,21826947_143790632892171_6615768422175211520_n.jpg,Pizza,1,,,
13534367_146722982401819_1927351267_n.jpg,13402479_599303026897003_1410691472_n.jpg,Pizza,2,,,
13658670_497262657135772_1778521620_n.jpg,13636237_1345312905496250_751373314_n.jpg,Pizza,1,,,
14269234_1797724650447475_1015428204_n.jpg,14374501_1317027038337445_751016389_n.jpg,Pizza,1,,,
13636237_1345312905496250_751373314_n.jpg,13739388_271874309864416_1537830796_n.jpg,Pizza,2,,,
329055789_604066361561665_2647923405224535561_n.jpg,329254435_528795616010960_2823548198250212389_n.jpg,Pizza,1,,,
325580434_1880300635680416_1608672648779428061_n.jpg,325770593_696688508784266_1279683297851617284_n.jpg,Pizza,1,,,
324698842_176782604980499_4221165803343298178_n.jpg,323843437_871608254048264_565803655224326339_n.jpg,Pizza,1,,,
323840603_538471624874998_7214011113131531368_n.jpg,323154586_710968117075474_8046182971846767828_n.jpg,Pizza,1,,,
320206155_210086324808432_7079739435774538141_n.jpg,320500169_674569027485279_9146216692868739185_n.jpg,Pizza,2,,,
315104574_419238686921452_2947015828713113815_n.jpg,315291402_1423671051372706_514119147595511095_n.jpg,Pizza,2,,,
310791550_139907805426615_1963917203063835898_n.jpg,310904820_807493737034369_8679322338724860007_n.jpg,Pizza,2,,,
21909631_127579371301668_4419782464415727616_n.jpg,21569084_115595109121232_821729120349061120_n.jpg,Pizza,2,,,
20759618_1849522951854074_3638746935130587136_n.jpg,20634628_110624352971529_3403870025709256704_n.jpg,Pizza,1,,,
321174604_542695657877364_2475541234582595236_n.jpg,321385561_715065206564337_7449202780081155322_n.jpg,Pizza,1,,,
321178296_212708044476601_8618792986623464295_n.jpg,320728043_647148227156917_1556510158367256441_n.jpg,Pizza,2,,,
324396169_3325679051013306_8444172864914828632_n.jpg,324066583_696594978837575_1763990571754926206_n.jpg,Pizza,2,,,
70936517_134347931197642_8607233491743510223_n.jpg,72398031_161074508339862_255153037470427400_n.jpg,Pizza,1,,,
72121505_144983450096969_2991056584111866415_n.jpg,70737011_2763154007028739_374686330012369928_n.jpg,Pizza,1,,,
69696685_140898560498039_8268027791297878256_n.jpg,70818896_119538355830924_6456036385423074606_n.jpg,Pizza,1,,,
69242049_490578168452699_8228760906667086501_n.jpg,70015181_528309364588048_2968859348775117286_n.jpg,Pizza,2,,,
69928621_396480091017544_8953670775007323308_n.jpg,69166160_2678359048862501_4121662786632242262_n.jpg,Pizza,1,,,
68982871_2325493434365659_5848370348348127766_n.jpg,69872492_193141185027633_3927023284964145711_n.jpg,Pizza,1,,,
67597662_2306918179623591_8406980830756923887_n.jpg,67361878_528608977907738_1595405839640298962_n.jpg,Pizza,2,,,
66719980_341359163436442_354242312381491450_n.jpg,66249285_2142910869169380_4765719460207307427_n.jpg,Pizza,2,,,
22711055_857689577718971_7199777523666780160_n.jpg,23098577_531787757165618_5091296413552214016_n.jpg,Pizza,2,,,
21980279_302747960128833_4149313002098655232_n.jpg,21910602_486962664993202_3698330694305447936_n.jpg,Pizza,1,,,
12965113_613415135473191_1898479772_n.jpg,12976682_1713422055599964_574178276_n.jpg,Pizza,2,,,
328062475_935640610930945_4188447289487934956_n.jpg,329854616_1386301152145339_3464628345824517324_n.jpg,Pizza,1,,,
317306617_546295547311077_3789034936068370026_n.jpg,316727614_195007969699143_6914545750453147051_n.jpg,Pizza,2,,,
338772117_1157772604849812_7831834239570284609_n.jpg,338381359_3226273097518478_1212933305138317470_n.jpg,Pizza,1,,,
249751184_219541303611452_4288877200337208414_n.jpg,257434206_144994377865438_2394023090724194719_n.jpg,Pizza,2,,,
251294508_571232124109658_7983019635482274522_n.jpg,257434206_144994377865438_2394023090724194719_n.jpg,Pizza,2,,,
210534471_2949818438596450_6063318435112131948_n.jpg,210090038_405690277371827_8919711673644676962_n.jpg,Pizza,2,,,
199349952_586719668962622_9145761867838295734_n.jpg,194982265_168585988547184_2011772503205105764_n.jpg,Pizza,1,,,
199349952_586719668962622_9145761867838295734_n.jpg,202217655_481096222982347_8617005837864237189_n.jpg,Pizza,1,,,
132963945_701499294065044_727060662199526531_n.jpg,134853253_403373004306600_4404929582210348964_n.jpg,Pizza,1,,,
76817153_3720330764659745_5354196926280538804_n.jpg,71565864_3193129330703815_5344563430802114085_n.jpg,Pizza,1,,,
76817153_3720330764659745_5354196926280538804_n.jpg,72419762_456963268268747_6237057873984626535_n.jpg,Pizza,1,,,
